person_id,timestamp,event
u_00149,2026-04-27 00:01:36.364275680+00:00,block_create
u_00114,2026-04-27 00:03:25.677570520+00:00,block_create
u_00096,2026-04-27 00:04:08.691203585+00:00,deploy_run
u_00134,2026-04-27 00:04:54.189871240+00:00,agent_tool_call
u_00021,2026-04-27 00:08:10.838869947+00:00,ai_block_run
u_00129,2026-04-27 00:09:15.724404032+00:00,ai_block_run
u_00094,2026-04-27 00:12:27.258360615+00:00,agent_tool_call
u_00020,2026-04-27 00:14:16.382919469+00:00,ai_block_run
u_00006,2026-04-27 00:19:52.889405123+00:00,agent_tool_call
u_00022,2026-04-27 00:24:02.168119214+00:00,ai_block_run
u_00121,2026-04-27 00:24:37.973566075+00:00,exception
u_00138,2026-04-27 00:29:01.493479777+00:00,ai_block_run
u_00022,2026-04-27 00:29:26.814207090+00:00,exception
u_00095,2026-04-27 00:33:48.399976094+00:00,credits_used
u_00120,2026-04-27 00:34:18.001061177+00:00,block_run
u_00010,2026-04-27 00:35:37.247000783+00:00,agent_tool_call
u_00149,2026-04-27 00:38:05.465903601+00:00,block_create
u_00149,2026-04-27 00:44:35.225262071+00:00,credits_used
u_00134,2026-04-27 00:50:22.092087006+00:00,block_run
u_00075,2026-04-27 00:52:08.875865184+00:00,ai_block_run
u_00002,2026-04-27 00:52:57.217128725+00:00,credits_used
u_00126,2026-04-27 01:04:26.163521595+00:00,ai_block_run
u_00134,2026-04-27 01:07:38.224008253+00:00,file_upload
u_00123,2026-04-27 01:08:01.308668518+00:00,ai_block_run
u_00149,2026-04-27 01:09:34.045914993+00:00,agent_tool_call
u_00149,2026-04-27 01:10:33.650793081+00:00,block_run
u_00149,2026-04-27 01:15:29.564905628+00:00,deploy_run
u_00103,2026-04-27 01:17:48.952504899+00:00,agent_tool_call
u_00149,2026-04-27 01:22:12.038192911+00:00,block_run
u_00054,2026-04-27 01:23:04.729102640+00:00,ai_block_run
u_00094,2026-04-27 01:23:15.630453391+00:00,tour_finish
u_00148,2026-04-27 01:24:05.032779785+00:00,deploy_run
u_00029,2026-04-27 01:24:55.438365201+00:00,credits_used
u_00020,2026-04-27 01:28:14.073498986+00:00,ai_block_run
u_00071,2026-04-27 01:30:20.689273325+00:00,subscription_upgraded
u_00106,2026-04-27 01:30:52.857552112+00:00,ai_block_run
u_00038,2026-04-27 01:35:16.093019764+00:00,block_create
u_00022,2026-04-27 01:36:26.512839758+00:00,subscription_upgraded
u_00060,2026-04-27 01:43:02.732400607+00:00,block_run
u_00091,2026-04-27 01:44:01.948353984+00:00,block_run
u_00022,2026-04-27 01:46:15.440639308+00:00,block_create
u_00055,2026-04-27 01:46:45.339473376+00:00,deploy_run
u_00134,2026-04-27 01:48:11.808120451+00:00,block_run
u_00017,2026-04-27 01:56:40.806901496+00:00,ai_block_run
u_00027,2026-04-27 01:58:58.918626699+00:00,subscription_upgraded
u_00075,2026-04-27 02:02:46.218104376+00:00,ai_block_run
u_00149,2026-04-27 02:03:30.622587601+00:00,ai_block_run
u_00149,2026-04-27 02:03:59.030397436+00:00,tour_finish
u_00055,2026-04-27 02:05:44.305615194+00:00,ai_block_run
u_00042,2026-04-27 02:06:29.040799071+00:00,block_run
u_00044,2026-04-27 02:11:59.101973314+00:00,block_create
u_00116,2026-04-27 02:12:23.979786617+00:00,block_create
u_00033,2026-04-27 02:21:39.836419176+00:00,deploy_run
u_00134,2026-04-27 02:26:39.106833122+00:00,block_run
u_00036,2026-04-27 02:27:05.671251471+00:00,block_create
u_00106,2026-04-27 02:29:15.430964892+00:00,block_run
u_00145,2026-04-27 02:30:43.204217670+00:00,agent_tool_call
u_00036,2026-04-27 02:31:02.278801562+00:00,deploy_run
u_00100,2026-04-27 02:31:40.948433872+00:00,block_create
u_00094,2026-04-27 02:36:38.511185846+00:00,block_create
u_00005,2026-04-27 02:37:03.355818345+00:00,block_run
u_00022,2026-04-27 02:39:35.084572703+00:00,file_upload
u_00029,2026-04-27 02:43:41.305350901+00:00,deploy_run
u_00130,2026-04-27 02:48:11.277767797+00:00,exception
u_00124,2026-04-27 02:50:14.000606977+00:00,block_run
u_00124,2026-04-27 02:53:52.762605363+00:00,tour_finish
u_00091,2026-04-27 02:55:59.652638111+00:00,block_run
u_00121,2026-04-27 02:57:09.178154989+00:00,exception
u_00130,2026-04-27 03:02:30.680418355+00:00,deploy_run
u_00097,2026-04-27 03:08:34.498697136+00:00,deploy_run
u_00033,2026-04-27 03:09:20.962674007+00:00,block_run
u_00039,2026-04-27 03:11:21.707096899+00:00,deploy_run
u_00017,2026-04-27 03:12:04.406106607+00:00,ai_block_run
u_00133,2026-04-27 03:12:22.586947170+00:00,credits_used
u_00149,2026-04-27 03:13:13.719540844+00:00,ai_block_run
u_00064,2026-04-27 03:14:07.331844190+00:00,block_create
u_00149,2026-04-27 03:14:08.070404767+00:00,exception
u_00010,2026-04-27 03:14:56.634429366+00:00,credits_used
u_00130,2026-04-27 03:15:54.119625604+00:00,agent_tool_call
u_00124,2026-04-27 03:17:27.621811668+00:00,block_run
u_00106,2026-04-27 03:21:30.052223119+00:00,deploy_run
u_00117,2026-04-27 03:22:52.891635011+00:00,agent_tool_call
u_00129,2026-04-27 03:25:23.170051837+00:00,agent_tool_call
u_00071,2026-04-27 03:26:07.213839796+00:00,ai_block_run
u_00138,2026-04-27 03:29:32.806828374+00:00,block_create
u_00149,2026-04-27 03:35:35.497862742+00:00,block_create
u_00149,2026-04-27 03:36:41.843596009+00:00,block_create
u_00059,2026-04-27 03:39:18.831986563+00:00,file_upload
u_00124,2026-04-27 03:43:45.254968843+00:00,exception
u_00106,2026-04-27 03:53:03.601177188+00:00,ai_block_run
u_00077,2026-04-27 03:54:08.193965988+00:00,credits_used
u_00036,2026-04-27 03:55:14.999808494+00:00,block_create
u_00055,2026-04-27 03:56:02.740814750+00:00,block_run
u_00095,2026-04-27 03:57:16.981396963+00:00,tour_finish
u_00139,2026-04-27 04:07:54.698218565+00:00,file_upload
u_00149,2026-04-27 04:12:35.000533388+00:00,agent_tool_call
u_00025,2026-04-27 04:13:03.408327805+00:00,subscription_upgraded
u_00022,2026-04-27 04:15:45.408468443+00:00,tour_finish
u_00055,2026-04-27 04:17:15.144573329+00:00,block_run
u_00149,2026-04-27 04:22:03.819590904+00:00,credits_used
u_00018,2026-04-27 04:23:06.095566795+00:00,credits_used
u_00149,2026-04-27 04:24:39.003460293+00:00,block_create
u_00106,2026-04-27 04:26:25.954549375+00:00,ai_block_run
u_00148,2026-04-27 04:29:46.204329860+00:00,credits_used
u_00126,2026-04-27 04:33:22.625044257+00:00,block_create
u_00149,2026-04-27 04:37:05.173985838+00:00,ai_block_run
u_00149,2026-04-27 04:45:52.343652419+00:00,block_create
u_00129,2026-04-27 04:47:40.586469494+00:00,block_run
u_00059,2026-04-27 04:48:00.401464838+00:00,agent_tool_call
u_00059,2026-04-27 04:55:40.070082242+00:00,block_create
u_00060,2026-04-27 04:58:51.687198616+00:00,block_create
u_00119,2026-04-27 04:59:10.790505339+00:00,deploy_run
u_00116,2026-04-27 05:00:09.618629919+00:00,ai_block_run
u_00021,2026-04-27 05:00:34.698541160+00:00,subscription_upgraded
u_00041,2026-04-27 05:01:28.514008380+00:00,block_run
u_00106,2026-04-27 05:05:06.275604507+00:00,deploy_run
u_00146,2026-04-27 05:05:17.855245179+00:00,block_create
u_00055,2026-04-27 05:07:55.565095783+00:00,block_run
u_00026,2026-04-27 05:09:07.408022832+00:00,block_create
u_00005,2026-04-27 05:09:48.343535504+00:00,deploy_run
u_00017,2026-04-27 05:10:43.868596285+00:00,tour_finish
